Date,Open,High,Low,Close,Adj Close,Volume
2025-08-04,524.08,533.98,523.94,531.4,531.4,25349000
2025-08-05,532.92,533.04,523.06,523.57,523.57,19171600
2025-08-06,526.69,527.49,519.88,520.78,520.78,21355700
2025-08-07,522.63,523.91,513.45,516.71,516.71,16079100
2025-08-08,518.46,520.5,515.29,517.9,517.9,15531000
2025-08-11,518.16,523.41,515.6,517.64,517.64,20194400
2025-08-12,519.6,526.77,518.56,525.05,525.05,18667000
2025-08-13,527.89,528.48,515.25,516.45,516.45,19619200
2025-08-14,518.42,521.78,516.02,518.34,518.34,20269100
2025-08-15,518.63,521.93,514.97,516.05,516.05,25213300
2025-08-18,517.46,518.68,509.95,513.0,513.0,23760600
2025-08-19,510.92,511.08,504.52,505.73,505.73,21481000
2025-08-20,505.83,506.95,500.44,501.71,501.71,27723000
2025-08-21,500.52,504.44,499.56,501.07,501.07,18443300
2025-08-22,501.08,507.52,499.25,504.04,504.04,24324200
2025-08-25,503.44,504.99,500.95,501.09,501.09,21638600
2025-08-26,501.19,501.8,495.37,498.88,498.88,30835700
2025-08-27,498.84,504.1,496.75,503.55,503.55,17277900
2025-08-28,503.9,507.87,502.32,506.43,506.43,18015600
2025-08-29,505.46,506.39,501.32,503.5,503.5,20961600
2025-09-02,497.32,502.82,493.68,501.94,501.94,18128000
2025-09-03,500.62,504.59,499.16,502.17,502.17,16345100
2025-09-04,501.13,504.95,499.98,504.77,504.77,15509500
2025-09-05,505.87,508.75,489.27,491.88,491.88,31994800
2025-09-08,494.98,498.05,491.91,495.06,495.06,16771000
2025-09-09,498.27,499.09,494.57,495.27,495.27,14410500
2025-09-10,499.81,500.06,493.59,497.22,497.22,21611800
2025-09-11,499.09,500.0,494.75,497.86,497.86,18881600
2025-09-12,503.46,509.32,500.68,506.69,506.69,23624900
2025-09-15,505.59,512.23,503.81,512.12,512.12,17143800
2025-09-16,513.63,513.97,505.4,505.84,505.84,19711900
2025-09-17,507.41,508.07,502.75,506.81,506.81,15816600
2025-09-18,508.27,509.84,504.47,505.25,505.25,18913700
2025-09-19,507.35,516.03,507.1,514.67,514.67,52474100
2025-09-22,512.35,514.48,509.31,511.21,511.21,20009300
2025-09-23,510.57,511.35,504.12,506.03,506.03,19799600
2025-09-24,507.17,509.25,503.73,506.94,506.94,13533700
2025-09-25,505.1,506.8,501.86,503.84,503.84,15786500
2025-09-26,506.85,510.71,503.43,508.24,508.24,16213100
2025-09-29,508.28,513.6,505.68,511.36,511.36,17617800
2025-09-30,510.01,514.9,506.45,514.69,514.69,19728200
2025-10-01,511.56,517.23,508.47,516.44,516.44,22632300
2025-10-02,514.38,518.32,507.47,512.49,512.49,21222900
2025-10-03,513.85,517.21,511.76,514.09,514.09,15112300
2025-10-06,515.35,527.69,514.94,525.24,525.24,21388600
2025-10-07,524.97,526.47,518.16,520.68,520.68,14615200
2025-10-08,519.99,523.63,519.8,521.55,521.55,13363400
2025-10-09,519.05,521.03,514.14,519.11,519.11,18343600
2025-10-10,516.37,520.28,506.42,507.74,507.74,24133800
2025-10-13,513.16,513.16,508.46,510.81,510.81,14284200
2025-10-14,507.02,512.04,502.82,510.34,510.34,14684300
2025-10-15,511.72,513.94,506.79,510.2,510.2,14694700
2025-10-16,509.35,513.6,504.93,508.39,508.39,15559600
2025-10-17,505.84,512.24,504.12,510.35,510.35,19867800
2025-10-20,511.37,515.44,510.2,513.54,513.54,14665600
2025-10-21,514.24,515.43,509.81,514.4,514.4,15586200
2025-10-22,517.87,521.92,514.45,517.26,517.26,18962700
2025-10-23,519.17,520.65,515.35,517.28,517.28,14023500
2025-10-24,519.5,522.04,517.43,520.31,520.31,15532400
2025-10-27,528.43,531.22,525.68,528.17,528.17,18734700
2025-10-28,546.54,550.24,537.37,538.66,538.66,29986700
2025-10-29,541.51,542.83,533.35,538.14,538.14,36023000
2025-10-30,527.14,531.6,518.83,522.45,522.45,41023100
2025-10-31,525.55,525.99,511.86,514.55,514.55,34006400
2025-11-03,516.54,521.66,511.35,513.78,513.78,22374700
2025-11-04,508.54,512.31,504.64,511.09,511.09,20958700
2025-11-05,510.07,511.59,503.39,503.97,503.97,23024300
2025-11-06,502.48,502.52,492.69,493.97,493.97,27406500
2025-11-07,493.82,496.24,490.15,493.69,493.69,24019800
2025-11-10,496.89,503.66,495.66,502.82,502.82,26101500
2025-11-11,501.62,506.39,499.19,505.48,505.48,17980000
2025-11-12,506.15,508.45,495.98,507.92,507.92,26574900
2025-11-13,507.1,510.27,498.14,500.12,500.12,25273100
2025-11-14,495.09,508.38,494.31,506.97,506.97,28505700
2025-11-17,505.25,508.9,501.73,504.3,504.3,19092800
2025-11-18,492.25,499.81,483.72,490.68,490.68,33815100
2025-11-19,487.02,492.07,479.79,484.05,484.05,23245300
2025-11-20,490.53,491.38,473.39,476.31,476.31,26802500
2025-11-21,476.38,476.8,466.19,470.03,470.03,31769200
2025-11-24,472.89,474.79,465.95,471.9,471.9,34421000
2025-11-25,471.97,477.03,462.83,474.88,474.88,28019800
2025-11-26,484.15,486.15,479.07,483.35,483.35,25709100
2025-11-28,485.44,490.45,484.49,489.83,489.83,14386700
2025-12-01,486.27,487.69,482.5,484.58,484.58,23964000
2025-12-02,484.56,491.31,484.16,487.83,487.83,19562700
2025-12-03,474.21,482.09,473.09,475.61,475.61,34615100
2025-12-04,477.63,479.19,474.38,478.71,478.71,22318200
2025-12-05,480.38,481.26,476.76,481.02,481.02,22608700
2025-12-08,482.74,490.12,482.23,488.84,488.84,21965900
2025-12-09,486.93,489.94,486.33,489.84,489.84,14696100
2025-12-10,481.88,482.1,472.97,476.44,476.44,35756200
2025-12-11,474.52,483.88,473.75,481.33,481.33,24669200
2025-12-12,477.69,480.31,474.23,476.41,476.41,21248100
2025-12-15,477.97,478.59,470.43,472.71,472.71,23727700
2025-12-16,469.82,475.77,468.79,474.28,474.28,20705600
2025-12-17,474.8,477.87,472.89,474.01,474.01,24527200
2025-12-18,476.07,487.43,475.77,481.83,481.83,28573500
2025-12-19,485.2,485.69,480.35,483.77,483.77,70836100
2025-12-22,483.96,486.56,480.55,482.77,482.77,16963000
2025-12-23,482.83,485.67,482.59,484.69,484.69,14683600
2025-12-24,483.53,486.99,482.68,485.86,485.86,5855900
2025-12-26,484.55,485.96,483.81,485.55,485.55,8842200
2025-12-29,482.71,486.18,482.03,484.94,484.94,10893400
2025-12-30,483.78,487.51,483.35,485.32,485.32,13944500
2025-12-31,485.68,485.98,481.16,481.48,481.48,15601600
2026-01-02,482.24,482.51,468.08,470.84,470.84,25571600
2026-01-05,471.96,473.96,467.42,470.75,470.75,25250300
2026-01-06,471.7,476.62,467.67,476.39,476.39,23037700
2026-01-07,477.63,487.53,475.83,481.33,481.33,25564200
2026-01-08,479.11,480.52,473.75,475.99,475.99,18162600
2026-01-09,471.96,477.69,470.11,477.16,477.16,18491000
2026-01-12,474.56,478.86,473.57,475.06,475.06,23519900
2026-01-13,472.58,473.67,463.88,468.58,468.58,28545800
2026-01-14,464.39,466.12,455.14,457.34,457.34,28184300
2026-01-15,462.06,462.19,453.88,454.64,454.64,23225800
2026-01-16,455.8,461.14,454.46,457.82,457.82,34246700
2026-01-20,449.22,454.77,447.29,452.5,452.5,26130000
2026-01-21,450.59,450.68,436.74,442.14,442.14,37980500
2026-01-22,445.64,450.83,442.73,449.14,449.14,25349400
2026-01-23,449.87,469.01,448.53,463.88,463.88,38000200
2026-01-26,463.25,472.15,459.95,468.19,468.19,29291200
2026-01-27,471.6,480.73,471.06,478.45,478.45,29213900
2026-01-28,481.07,481.6,475.88,479.49,479.49,36875400
2026-01-29,438.04,440.54,419.15,431.58,431.58,128855300
2026-01-30,437.22,437.65,424.56,428.38,428.38,58566800
2026-02-02,428.33,428.83,420.38,421.49,421.49,42219900
2026-02-03,420.14,420.18,406.75,409.39,409.39,61424100
2026-02-04,409.18,417.94,407.43,412.35,412.35,45012400
2026-02-05,405.63,406.49,390.58,391.92,391.92,66289200
2026-02-06,397.4,400.01,391.18,399.36,399.36,53515300
2026-02-09,403.06,413.05,399.09,411.77,411.77,45480500
2026-02-10,417.76,421.8,410.87,411.44,411.44,44857900
2026-02-11,414.33,414.61,399.23,402.58,402.58,42491000
2026-02-12,403.2,404.4,396.25,400.06,400.06,40802400
2026-02-13,402.66,403.74,396.29,399.54,399.54,34091600
2026-02-17,397.45,398.74,392.78,395.1,395.1,32078800
2026-02-18,396.36,400.78,394.56,397.83,397.83,23223400
2026-02-19,399.82,403.56,395.81,397.6,397.6,28234000
2026-02-20,395.25,399.26,394.31,396.37,396.37,34015200
2026-02-23,394.15,394.51,382.27,383.64,383.64,43238300
2026-02-24,383.31,388.52,380.89,388.16,388.16,33884700
2026-02-25,389.69,400.6,389.32,399.73,399.73,43625500
2026-02-26,403.84,406.61,397.88,400.85,400.85,34405900
2026-02-27,390.04,395.96,389.04,391.89,391.89,51367200
2026-03-02,392.01,400.32,389.79,397.69,397.69,35474900
2026-03-03,392.29,405.82,391.82,403.06,403.06,38199200
2026-03-04,400.4,410.14,399.44,404.32,404.32,35808000
2026-03-05,403.55,410.72,403.53,409.79,409.79,39001300
2026-03-06,408.32,412.16,407.63,408.08,408.08,31123900
2026-03-09,404.04,409.32,402.63,408.53,408.53,30131900
2026-03-10,409.14,409.31,402.06,404.88,404.88,31706400
2026-03-11,404.69,408.13,400.72,404.0,404.0,25512100
2026-03-12,403.76,405.24,400.84,400.99,400.99,27263900
2026-03-13,400.13,403.93,393.4,394.7,394.7,26848000
2026-03-16,397.21,399.76,393.94,399.09,399.09,27733700
2026-03-17,399.4,403.53,396.89,398.55,398.55,26228300
2026-03-18,396.27,397.14,390.15,390.94,390.94,25908500
2026-03-19,389.26,391.64,386.22,388.18,388.18,25138800
2026-03-20,385.95,386.16,379.3,381.04,381.04,50853200
2026-03-23,383.07,386.37,380.86,382.17,382.17,29680100
2026-03-24,381.53,381.64,371.05,371.93,371.93,42733600
2026-03-25,376.11,376.25,368.83,370.24,370.24,31181200
2026-03-26,370.02,373.91,364.4,365.18,365.18,36836600
2026-03-27,361.12,361.67,355.74,356.0,356.0,37883400
2026-03-30,361.12,364.57,355.51,358.18,358.18,44797000
2026-03-31,363.76,372.09,362.29,369.37,369.37,45244400
2026-04-01,372.68,373.18,367.4,368.57,368.57,29417200
2026-04-02,366.42,372.83,363.36,372.65,372.65,24099100
2026-04-06,372.68,372.92,368.7,372.07,372.07,16146600
2026-04-07,369.54,371.65,365.77,371.49,371.49,21443300
2026-04-08,384.15,384.17,370.61,373.52,373.52,33064800
2026-04-09,371.69,372.69,366.26,372.26,372.26,30435300
2026-04-10,372.17,374.83,369.23,370.07,370.07,28111100
2026-04-13,372.8,383.71,370.22,383.54,383.54,35745800
2026-04-14,387.08,393.84,385.68,392.26,392.26,37504500
2026-04-15,397.14,413.47,395.87,410.33,410.33,45063400
2026-04-16,418.95,419.91,411.25,419.35,419.35,41642400
2026-04-17,423.9,430.65,419.78,421.88,421.88,48568200
2026-04-20,420.24,422.42,415.4,417.17,417.17,27582200
2026-04-21,419.33,426.26,416.3,423.24,423.24,32048500
2026-04-22,425.27,432.76,422.75,431.98,431.98,29378200
2026-04-23,418.98,422.74,410.52,414.85,414.85,38308000
2026-04-24,416.07,424.03,414.9,423.7,423.7,27457400
2026-04-27,421.47,426.19,416.17,423.9,423.9,30867300
2026-04-28,423.65,428.99,420.99,428.32,428.32,30438100
2026-04-29,423.66,425.9,419.38,423.54,423.54,38288300
2026-04-30,409.92,413.52,397.15,406.9,406.9,70909400
2026-05-01,411.91,416.21,409.55,413.54,413.54,31372400
2026-05-04,410.65,419.87,409.91,412.73,412.73,28066500
2026-05-05,414.42,415.88,407.92,410.49,410.49,25700900
2026-05-06,407.12,417.52,404.23,413.07,413.07,30285900
2026-05-07,419.2,427.06,417.85,419.86,419.86,34942400
2026-05-08,416.49,417.73,413.11,414.22,414.22,33383800
2026-05-11,406.99,411.8,404.62,411.77,411.77,35657900
2026-05-12,413.58,414.6,405.76,406.89,406.89,38594200
2026-05-13,402.33,405.43,400.16,404.33,404.33,29667100
2026-05-14,403.61,410.95,400.01,408.55,408.55,27077500
2026-05-15,413.37,427.24,412.02,421.01,421.01,50771200
2026-05-18,415.72,424.2,414.71,422.62,422.62,32564100
2026-05-19,428.97,431.76,415.59,416.52,416.52,33018700
2026-05-20,413.27,421.19,410.41,420.15,420.15,27864000
2026-05-21,424.75,426.34,415.71,419.09,419.09,31393500
2026-05-22,419.54,424.4,416.33,418.57,418.57,22390300
2026-05-26,416.43,419.77,413.02,416.03,416.03,30398000
2026-05-27,411.01,415.94,409.58,412.67,412.67,28901500
2026-05-28,412.98,429.49,412.67,426.99,426.99,47250500
2026-05-29,432.55,450.33,432.36,450.24,450.24,79654400
2026-06-01,464.84,466.32,458.27,460.52,460.52,53628900
2026-06-02,446.88,453.5,440.43,441.31,441.31,37036800
2026-06-03,438.45,440.39,424.25,427.34,427.34,39037000
2026-06-04,435.81,436.15,426.41,428.05,428.05,26899500
2026-06-05,428.34,429.47,414.4,416.67,416.67,34782200
2026-06-08,414.14,417.16,408.56,411.74,411.74,32086700
2026-06-09,409.03,411.98,398.48,403.41,403.41,35317300
2026-06-10,398.55,405.04,397.16,397.36,397.36,32576000
2026-06-11,395.21,396.85,384.0,390.34,390.34,47224100
2026-06-12,391.43,391.74,382.27,390.74,390.74,34865800
2026-06-15,396.8,401.75,392.85,399.76,399.76,32266400
2026-06-16,395.79,396.84,390.69,393.83,393.83,31453400
2026-06-17,390.25,390.37,384.64,385.47,385.47,10903711
